name,country,alpha_two_code,web_pages
Heinrich-Heine Universität Düsseldorf,Germany,DE,http://www.uni-duesseldorf.de/
Universität Duisburg-Essen,Germany,DE,http://www.uni-duisburg-essen.de/
Universität Erfurt,Germany,DE,http://www.uni-erfurt.de/
Friedrich-Alexander Universität Erlangen-Nürnberg,Germany,DE,https://www.fau.de/
Universität Flensburg,Germany,DE,http://www.uni-flensburg.de/
Johann Wolfgang Goethe Universität Frankfurt am Main,Germany,DE,http://www.uni-frankfurt.de/
Albert-Ludwigs-Universität Freiburg,Germany,DE,http://www.uni-freiburg.de/
Justus Liebig Universität Gießen,Germany,DE,http://www.uni-giessen.de/
Georg-August Universität Göttingen,Germany,DE,http://www.uni-goettingen.de/
Ernst-Moritz-Arndt Universität Greifswald,Germany,DE,http://www.uni-greifswald.de/
Martin-Luther Universität Halle-Wittenberg,Germany,DE,http://www.uni-halle.de/
Universität Hamburg,Germany,DE,http://www.uni-hamburg.de/
Universität Hannover,Germany,DE,http://www.uni-hannover.de/
Ruprecht-Karls-Universität Heidelberg,Germany,DE,http://www.uni-heidelberg.de/
Universität Hildesheim,Germany,DE,http://www.uni-hildesheim.de/
Universität Hohenheim,Germany,DE,http://www.uni-hohenheim.de/
Friedrich-Schiller Universität Jena,Germany,DE,http://www.uni-jena.de/
Karlsruher Institut für Technologie,Germany,DE,http://www.kit.edu/
Universität Kassel,Germany,DE,http://www.uni-kassel.de/
Christian-Albrechts-Universität Kiel,Germany,DE,http://www.uni-kiel.de/
Universität Kaiserslautern,Germany,DE,http://www.uni-kl.de/
Universität Koblenz-Landau,Germany,DE,http://www.uni-koblenz-landau.de/
Universität Köln,Germany,DE,http://www.uni-koeln.de/
Universität Konstanz,Germany,DE,http://www.uni-konstanz.de/
Universität Leipzig,Germany,DE,http://www.uni-leipzig.de/
Universität Lüneburg,Germany,DE,http://www.uni-lueneburg.de/
Otto-von-Guericke Universität Magdeburg,Germany,DE,http://www.uni-magdeburg.de/
Johannes-Gutenberg Universität Mainz,Germany,DE,http://www.uni-mainz.de/
Universität Mannheim,Germany,DE,http://www.uni-mannheim.de/
