name,country,alpha_two_code,web_pages
Shanghai Institue of Foreign Trade,China,CN,http://www.shift.edu.cn/
Shanghai International Studies University,China,CN,http://www.shisu.edu.cn/
Shanghai Maritime University,China,CN,http://www.shmtu.edu.cn/
Shanghai Medical University,China,CN,http://www.shmu.edu.cn/
Shanghai Ouhua Vocational Technical College,China,CN,http://www.shouhua.net.cn/
Shanghai Sipo Polytechnic,China,CN,http://www.sh-sipopolytechnic.com/
Shanghai Second Medical University,China,CN,http://www.shsmu.edu.cn/
Shanghai Second Polytechnic University,China,CN,http://www.shspu.edu.cn/
Shanghai TieDao University,China,CN,http://www.shtdu.edu.cn/
Shanghai Normal University,China,CN,http://www.shtu.edu.cn/
Shanghai Television University,China,CN,http://www.shtvu.edu.cn/
Shanghai University,China,CN,http://www.shu.edu.cn/
ShanghaiTech University,China,CN,https://www.shanghaitech.edu.cn/
Shanghai University of Finance and Economics,China,CN,http://www.shufe.edu.cn/
Shanghai University of Traditional Chinese Medicine and Pharmacology,China,CN,http://www.shutcm.edu.cn/
Shihezi University,China,CN,http://www.shzu.edu.cn/
Sichuan Agricultural University,China,CN,http://www.sicau.edu.cn/
Sichuan Normal University,China,CN,http://www.sicnu.edu.cn/
Sichuan International Studies University,China,CN,http://www.sisu.edu.cn/
Shanghai Jiaotong University,China,CN,http://www.sjtu.edu.cn/
Shenyang Jianzhu University,China,CN,http://www.sjzu.edu.cn/
2nd Military Medical University,China,CN,http://www.smmu.edu.cn/
Shaanxi Normal University,China,CN,http://www.snnu.edu.cn/
Shantou University,China,CN,http://www.stu.edu.cn/
Suzhou University,China,CN,http://www.suda.edu.cn/
Shanghai University of Engineering Science,China,CN,http://www.sues.edu.cn/
South University of Science and Technology of China,China,CN,http://www.sustc.edu.cn/
Southwest Agricultural University,China,CN,http://www.swau.edu.cn/
Southwest Forestry University,China,CN,http://www.swfc.edu.cn/
Southwest Jiaotong University,China,CN,http://www.swjtu.edu.cn/
Southwest University,China,CN,http://www.swnu.edu.cn/
Southwest Petroleum University,China,CN,http://www.swpu.edu.cn/
Chongqing Normal University Foreign Trade and Business College,China,CN,http://www.swsm.cn/
Southwest University of Finance and Economics,China,CN,http://www.swufe.edu.cn/
Southwest University of Nationalities,China,CN,http://www.swun.edu.cn/
Southwest University of Political Science and Law,China,CN,http://www.swupl.edu.cn/
Southwest University of Science and Technology,China,CN,http://www.swust.edu.cn/
South West University Yucai College,China,CN,http://www.swuyc.edu.cn/
Shanxi Agricultural University,China,CN,http://www.sxau.edu.cn/
Shanxi University,China,CN,http://www.sxu.edu.cn/
Shenyang Institute of Chemical Technology,China,CN,http://www.syict.edu.cn/
Shenyang Pharmaceutical University,China,CN,http://www.syphu.edu.cn/
Shenyang Polytechnic University,China,CN,http://www.sypu.edu.cn/
Southern Yangtze University,China,CN,http://www.sytu.edu.cn/
Shenyang University,China,CN,http://www.syu.edu.cn/
Shenzhen University,China,CN,http://www.szu.edu.cn/
Tianjin Medical University,China,CN,http://www.tijmu.edu.cn/
Tianjin Academy of Fine Art,China,CN,http://www.tjarts.edu.cn/
Tianjin University of Commerce,China,CN,http://www.tjcu.edu.cn/
Tongji Medical University,China,CN,http://www.tjmu.edu.cn/
Tianjin Normal University,China,CN,http://www.tjnu.edu.cn/
Tianjin Polytechnic University,China,CN,http://www.tjpu.edu.cn/
Tianjin Open University,China,CN,http://www.tjrtvu.edu.cn/
Tianjin University,China,CN,http://www.tju.edu.cn/
Tianjin University of Finance & Economics,China,CN,http://www.tjufe.edu.cn/
Tianjin University of Technology,China,CN,http://www.tjut.edu.cn/
3rd Military Medical University,China,CN,http://www.tmmu.edu.cn/
Tongji University,China,CN,http://www.tongji.edu.cn/
Tsinghua University,China,CN,http://www.tsinghua.edu.cn/
Tibet Tibetan Medical College,China,CN,http://www.ttmc.edu.cn/
Taiyuan University of Technology,China,CN,http://www.tyut.edu.cn/
Taizhou College,China,CN,http://www.tzc.edu.cn/
University of Electronic Science and Technology of China,China,CN,http://www.uestc.edu.cn/
University of Hydraulic Electric Engineering,China,CN,http://www.uheeyc.edu.cn/
University of International Business and Economics,China,CN,http://www.uibe.edu.cn/
University of Jinan,China,CN,http://www.ujn.edu.cn/
Shanghai City College,China,CN,http://www.umcollege.com/
South China University,China,CN,http://www.usc.edu.cn/
Shanghai University of Science and Technology,China,CN,http://www.usst.edu.cn/
University of Science and Technology Beijing,China,CN,http://www.ustb.edu.cn/
University of Science and Technology of China,China,CN,http://www.ustc.edu.cn/
Tibet University,China,CN,http://www.utibet.edu.cn/
Urumqi Vocational University,China,CN,http://www.uvu.edu.cn/
West China University of Medical Sciences,China,CN,http://www.wcums.edu.cn/
Wudanshan Taoist College,China,CN,http://www.wdsdjxy.com/
Wuhan Automobile Polytechnical University,China,CN,http://www.whapu.edu.cn/
Wuhan Transportation University,China,CN,http://www.whtu.edu.cn/
Wuhan University,China,CN,http://www.whu.edu.cn/
